Cote;ISBD;Note1;;Note2;Indexation 600;Indexation 606;;;
*C1996-SHO*;D'un écran à l'autre: du théâtre d'ombres au cinéma d'animation en direct [enregistrement sonore] / Luc Amoros, Roland Shön. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1996. - 1 cassette audio;"Conférence donnée le 14 février 1996 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Luc Amoros de la compagnie ""Amoros et Augustin"" et Roland Shön du ""Théâtre en ciel"". ""Cette conférence abordera la question de l'image animée ""du théâtre d'ombres au cinéma d'animation"" en relation avec des spectacles, expositions, films d'animation, vidéos, liés à ce sujet et présentés aux 11e Giboulées de la marionnette par le TJP."" (Source: Rapport d'activité 1996)";;Fichier numérisé disponible.;;Animation;;;
*C1996-ZAB1*;Centres et périphéries [enregistrement sonore] / Elvan Zabunyan. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1996. - 2 cassettes audio;"Conférence le 4 décembre 1996 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Comment un(e) artiste travaillant dans un espace périphérique peut-il/elle en faire un espace de résitance? Comment peut-il/elle positionner sa pratique artistique en regard d'une identité culturelle, ethnique ou sexuelle dans une société qui refuse de la voir? Comment dès lors, le corps et son langage deviennent-ils les moyens de rendre visible une ?uvre visuelle? Ces questions seront présentées à travers notamment le travail de David Hammons, d'Adrian Piper, de Lorna Simpson..."" (Source: Rapport d'activité 1996)";;Fichier numérisé disponible.;;Minorités;;;
*C1996-ZAB2*;Centres et périphéries [enregistrement sonore] / Elvan Zabunyan. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1996. - 2 cassettes audio;"Conférence le 4 décembre 1996 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Comment un(e) artiste travaillant dans un espace périphérique peut-il/elle en faire un espace de résitance? Comment peut-il/elle positionner sa pratique artistique en regard d'une identité culturelle, ethnique ou sexuelle dans une société qui refuse de la voir? Comment dès lors, le corps et son langage deviennent-ils les moyens de rendre visible une ?uvre visuelle? Ces questions seront présentées à travers notamment le travail de David Hammons, d'Adrian Piper, de Lorna Simpson..."" (Source: Rapport d'activité 1996)";;Fichier numérisé disponible.;;Minorités;;;
*C1997 - ARD*;Analyser l'art vivant, s'il se peut [enregistrement sonore] / Paul Ardenne. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 1 cassette audio;Conférence donnée le 22 janvier 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Paul Ardenne. La complexité de l'art vivant, la dissémination de la culture enregistrée par l'âge contemporain rendent d'emblée toute interprétation aléatoire. L'énergie transformatrice propre à l'époque, de concert, renvoie un peu plus au statut d'opinions toute conceptualisation, toute construction historique élaborées à partir du territoire de l'art actuel. Cette conférence, à la fois, mettra l'accent sur la réalité contemporaine de l'art, envisagée dans ses grandes lignes et son étoilement (esthétique du divers, différentiel de mémoire et prospérité virale des propositions plastiques), et sur les périls et l'interdit factuel de parole auxquels se découvre soumis l'analyste. Constat ultime : l'art contemporain ne se dit pas mais se balbutie Source : Rapport d'activité 1997);;Fichier numérisé disponible.;;Esthétique;;;
*C1997 - BAI*;Contemporanité / Modernité : 9e conférence [enregistrement sonore] : Du récit au geste, endurance de la modernité / Jean-Christophe Bailly. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 1 cassette audio;"Conférence donnée le 17 décembre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Françoise Ducros dans la cadre du cycle de conférences ""Contemporanité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)";;Fichier numérisé disponible.;;Modernité;;;
*C1997 - BAL*;Scénographie urbaine et photographie [enregistrement sonore] / Jean-Christophe Ballot. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 1 cassette audio;Conférence donnée le 29 janvier 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Jean-Christophe Ballot, architecte, pensionnaire de la Villa Médicis. Il partage son activité entre la photographie et la réalisation de films documentaires ;" il a notamment réalisé plusieurs portraits de villes. ""Scénographie urbaine et photographie : Quelle lecture de la ville la photographie est-elle capable de nous donner ? L'une des réponses possibles à cette question de la représentation est double : la théâtralité et la mémoire des lieux. Il s'agit de dégager les éléments d'un discours possible pour une représentation du social à travers les époques et de les organiser dans l'image photographique."" Source : Rapport d'activité 1997)";;;;Photographie des villes;;
*C1997 - DUC1*;Contemporanéité / Modernité : 1ère conférence [enregistrement sonore] / Françoise Ducros. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 2 cassettes audio;"Conférence donnée le 15 octobre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Françoise Ducros dans la cadre du cycle de conférences ""Contemporanéité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)";;Fichier numérisé disponible.;;Modernité;;;
*C1997 - DUC2*;Contemporanéité / Modernité : 1ère conférence [enregistrement sonore] / Françoise Ducros. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 2 cassettes audio;"Conférence donnée le 15 octobre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Françoise Ducros dans la cadre du cycle de conférences ""Contemporanéité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)";;Fichier numérisé disponible.;;Modernité;;;
*C1997 - KAE*;Contemporanité / Modernité : 3e conférence [enregistrement sonore] / Olivier Kaeppelin. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 1 cassette audio;"Conférence donnée le 29 octobre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Françoise Ducros dans la cadre du cycle de conférences ""Contemporanité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)";;Fichier numérisé disponible.;;Modernité;;;
*C1997-BOU*;Le design, entre innovation technique et création artistique [enregistrement sonore] / Geneviève Boudon. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1997. - 1 cassette audio;"Conférence de Geneviève Boudon le mercredi 26 mars à l'Ecole des Arts Décoratifs de Strasbourg. ""Les oppositions entre arts majeurs et arts mineurs, entre arts appliqués et Beaux-Arts trouvent leurs fondements dans l'histoire même de ces pratiques. Du point de vue du processus, le design, variante contemporaine des arts appliqués, ces oppositions se réduisent à un entre-deux où l'innovation technique et création artistique se présentent comme des étapes que nous choisirons ici de définir. ""Technique et langage n'étant, selon Leroi-Gourhan que deux aspects du phénomène d'extériorisation, l'esthétique pourrait en être un troisième""."" (Source: Rapport d'activité 1996)";;Fichier numérisé disponible.;;Design;;;
*C1997-HUY*;Contemporanéité / Modernité : 5e conférence [enregistrement sonore] / Pierre Damien Huyghe. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 1 cassette audio;"Conférence donnée le 12 novembre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Pierre Damien Huyghe dans la cadre du cycle de conférences ""Contemporanéité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)";;Fichier numérisé disponible.;;Modernité;;;
*C1997-LAC*;Contemporanéité / Modernité : 6e conférence [enregistrement sonore] / Philippe Lacoue-Labarthe. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1997. - 1 cassette audio;"Conférence donnée le 19 novembre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Philippe Lacoue-Labarthe dans la cadre du cycle de conférences ""Contemporanéité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)";;Fichier numérisé disponible.;;Modernité;;;
